attempt,round,action,lives,lives_lost,cash
21,8,none,197,0,1387
21,9,none,195,2,1585
21,10,upgrade,186,9,1775
21,11,none,184,2,1877
21,12,none,184,0,2066
21,13,none,181,3,2255
21,14,place,172,9,2528
21,14,place,172,9,2528
21,15,upgrade,171,1,2061
21,16,upgrade,158,13,2229
21,17,upgrade,157,1,2201
21,18,none,157,0,1986
21,19,none,157,0,2344
21,20,upgrade,135,22,2582
21,20,upgrade,135,22,2582
21,21,place,132,3,2000
21,22,upgrade,119,13,2148
21,23,upgrade,92,27,2269
21,24,upgrade,92,0,421
21,25,none,92,0,421
21,26,upgrade,92,0,421
21,27,none,92,0,421
21,28,none,89,3,1350
22,1,place,200,0,650
22,2,upgrade,180,20,561
22,3,place,145,35,578
22,4,none,143,2,494
22,5,upgrade,118,25,644
22,6,none,117,1,682
22,7,upgrade,114,3,842
22,8,upgrade,108,6,848
22,9,upgrade,101,7,956
22,10,none,101,0,900
22,11,none,101,0,1214
22,12,none,98,3,1400
22,13,none,98,0,1592
22,14,none,98,0,1874
22,15,place,90,8,2125
22,16,place,79,11,2105
22,17,upgrade,76,3,2070
22,18,none,74,2,2024
22,19,none,73,1,2381
22,20,upgrade,62,11,2630
22,20,place,62,11,2630
22,21,upgrade,62,0,2261
22,22,place,62,0,2187
22,23,place,62,0,2185
22,24,upgrade,62,0,2122
22,25,none,62,0,1609
22,26,none,62,0,1944
22,27,none,62,0,2277
22,28,none,62,0,2939
22,28,none,62,0,2939
22,29,none,62,0,3205
22,29,none,62,0,3205
22,30,none,62,0,3594
22,30,none,62,0,3594
22,31,none,62,0,3931
22,31,none,62,0,3931
22,32,none,62,0,4468
22,32,none,62,0,4468
22,33,none,62,0,5095
22,33,none,62,0,5095
22,33,none,62,0,5095
22,34,none,62,0,5300
22,34,none,62,0,5300
22,34,none,62,0,5300
22,35,none,62,0,6212
22,35,none,62,0,6212
22,35,none,62,0,6212
22,36,none,62,0,7362
22,36,none,62,0,7362
22,36,none,62,0,7362
23,1,place,200,0,650
23,2,none,200,0,551
23,3,none,200,0,688
23,4,place,198,2,824
23,5,place,195,3,656
23,6,none,195,0,480
23,7,none,195,0,643
23,8,none,195,0,825
23,9,none,195,0,1025
23,10,none,195,0,1224
23,11,none,195,0,1538
23,12,none,195,0,1727
23,13,none,195,0,1919
23,14,none,195,0,2201
23,15,none,195,0,2460
23,16,none,195,0,2726
23,16,none,195,0,2726
23,17,upgrade,178,17,2977
23,17,place,178,17,2977
23,18,none,178,0,2877
23,18,none,178,0,2877
23,19,upgrade,171,7,3228
23,19,place,171,7,3228
23,20,none,171,0,2918
23,20,none,171,0,2918
23,21,none,171,0,3104
23,21,none,171,0,3104
23,22,none,171,0,3455
23,22,none,171,0,3455
23,23,none,171,0,3753
23,23,none,171,0,3753
23,24,upgrade,164,7,4023
23,24,place,164,7,4023
23,25,none,164,0,3255
23,25,none,164,0,3255
23,26,none,164,0,3590
23,26,none,164,0,3590
23,27,none,164,0,3923
23,27,none,164,0,3923
23,28,upgrade,93,71,4514
23,28,upgrade,93,71,4514
24,1,place,200,0,650
24,2,none,197,3,548
24,3,place,192,5,680
24,4,none,192,0,478
24,5,none,192,0,653
24,6,none,192,0,817
24,7,none,192,0,980
24,8,none,192,0,1162
24,9,none,192,0,1362
24,10,none,192,0,1561
24,11,none,192,0,1875
24,12,none,192,0,2064
24,13,none,192,0,2256
24,14,none,191,1,2537
24,14,none,191,1,2537
24,15,none,191,0,2796
24,15,none,191,0,2796
24,16,place,181,10,3052
24,16,place,181,10,3052
24,17,none,181,0,975
24,18,none,181,0,1140
24,19,none,181,0,1498
24,20,none,181,0,1758
24,21,none,181,0,1944
24,22,none,181,0,2295
24,23,none,181,0,2593
24,23,none,181,0,2593
24,24,none,181,0,2870
24,24,none,181,0,2870
24,25,none,178,3,3034
24,25,none,178,3,3034
24,26,none,178,0,3369
24,26,none,178,0,3369
24,27,none,178,0,3702
24,27,none,178,0,3702
24,28,none,178,0,4364
24,28,none,178,0,4364
24,29,upgrade,40,138,4492
24,29,upgrade,40,138,4492
24,30,place,40,0,4491
24,30,none,40,0,4491
25,1,place,200,0,650
25,2,place,180,20,561
25,3,place,180,0,423
25,4,none,180,0,221
25,5,place,177,3,393
25,6,none,177,0,387
25,7,none,177,0,550
25,8,none,177,0,732
25,9,none,177,0,932
25,10,none,177,0,1131
25,11,none,177,0,1445
25,12,none,177,0,1634
25,13,none,177,0,1826
25,14,none,177,0,2108
25,15,place,175,2,2365
25,16,upgrade,174,1,2460
25,17,none,174,0,2643
25,17,none,174,0,2643
25,18,upgrade,168,6,2806
25,18,place,168,6,2806
25,19,none,168,0,2409
25,20,none,168,0,2669
25,20,none,168,0,2669
25,21,none,168,0,2855
25,21,none,168,0,2855
25,22,none,168,0,3206
25,22,none,168,0,3206
25,23,none,164,4,3500
25,23,place,164,4,3500
25,24,place,158,6,3551
25,24,upgrade,158,6,3551
25,25,none,155,3,2575
25,25,upgrade,155,3,2575
25,26,upgrade,151,4,2831
25,26,none,151,4,2831
25,27,none,151,0,2994
25,27,none,151,0,2994
25,28,upgrade,146,5,3651
25,28,none,146,5,3651
25,29,upgrade,146,0,3651
25,29,none,146,0,3651
25,30,none,146,0,3651
25,30,none,146,0,3651
26,1,place,200,0,650
26,2,none,200,0,431
26,3,upgrade,200,0,568
26,4,none,200,0,496
26,5,place,191,9,662
26,6,upgrade,191,0,606
26,7,upgrade,191,0,474
26,8,none,191,0,361
26,9,none,191,0,561
26,10,none,191,0,760
26,11,none,191,0,1074
26,12,none,191,0,1263
26,13,none,191,0,1455
26,14,none,191,0,1737
26,15,none,187,4,1992
26,16,none,182,5,2253
26,17,none,182,0,2521
26,17,none,182,0,2521
26,18,none,182,0,2686
26,18,none,182,0,2686
26,19,none,182,0,3044
26,19,none,182,0,3044
26,20,none,181,1,3303
26,20,none,181,1,3303
26,21,none,179,2,3487
26,21,none,179,2,3487
26,22,upgrade,173,6,3832
26,22,upgrade,173,6,3832
26,23,none,173,0,3285
26,23,none,173,0,3285
26,24,none,173,0,3562
26,24,none,173,0,3562
26,25,none,170,3,3726
26,25,none,170,3,3726
26,26,none,170,0,4061
26,26,none,170,0,4061
26,27,none,170,0,4394
26,27,none,170,0,4394
26,28,none,166,4,5052
26,28,none,166,4,5052
26,28,none,166,4,5052
26,29,place,88,78,5240
26,29,place,88,78,5240
26,29,place,88,78,5240
26,30,upgrade,88,0,4784
26,30,upgrade,88,0,4784
26,31,none,88,0,3421
26,31,none,88,0,3421
26,32,none,88,0,3958
26,32,none,88,0,3958
26,33,none,88,0,4585
26,33,none,88,0,4585
26,34,upgrade,16,72,4718
26,34,upgrade,16,72,4718
26,35,none,16,0,1655
26,36,none,16,0,2805
26,36,none,16,0,2805
27,1,place,200,0,650
27,2,none,200,0,301
27,3,none,200,0,438
27,4,place,198,2,574
27,5,none,198,0,324
27,6,upgrade,189,9,479
27,7,none,189,0,432
27,8,none,189,0,614
27,9,upgrade,176,13,801
27,10,upgrade,173,3,807
27,11,none,171,2,909
27,12,none,171,0,1098
27,13,none,169,2,1288
27,14,place,161,8,1562
27,15,place,161,0,1551
27,16,none,161,0,1517
27,17,none,161,0,1785
27,18,none,161,0,1950
27,19,none,161,0,2308
27,20,place,147,14,2554
27,20,upgrade,147,14,2554
27,21,none,147,0,2230
27,22,upgrade,127,20,2561
27,22,upgrade,127,20,2561
27,23,none,127,0,694
27,24,none,127,0,971
27,25,none,127,0,1138
27,26,none,127,0,1473
27,27,none,127,0,1806
27,28,none,127,0,2468
27,29,none,127,0,2734
27,29,none,127,0,2734
27,30,none,127,0,3123
27,30,none,127,0,3123
27,31,none,127,0,3460
27,31,none,127,0,3460
27,32,none,127,0,3997
27,32,none,127,0,3997
27,33,none,127,0,4624
27,33,none,127,0,4624
27,34,none,127,0,4829
27,34,none,127,0,4829
27,35,none,127,0,5741
27,35,none,127,0,5741
27,35,none,127,0,5741
27,36,upgrade,107,20,6871
27,36,place,107,20,6871
27,36,upgrade,107,20,6871
27,37,none,107,0,6792
27,37,none,107,0,6792
27,37,none,107,0,6792
27,38,none,107,0,8131
27,38,none,107,0,8131
27,38,none,107,0,8131
27,38,none,107,0,8131
28,1,place,200,0,650
28,2,none,200,0,601
28,3,none,200,0,738
28,4,none,200,0,876
28,5,place,182,18,1033
28,6,none,182,0,877
28,7,none,181,1,1039
28,8,none,180,1,1220
28,9,upgrade,174,6,1414
28,10,upgrade,163,11,1482
28,11,none,163,0,1586
28,12,place,154,9,1766
28,13,none,152,2,1786
28,14,none,152,0,2068
28,15,place,147,5,2322
28,16,none,144,3,2245
28,17,none,144,0,2513
28,17,none,144,0,2513
28,18,none,141,3,2677
28,18,none,141,3,2677
28,19,none,141,0,3035
28,19,none,141,0,3035
28,20,upgrade,133,8,3287
28,20,place,133,8,3287
28,21,upgrade,133,0,3093
28,21,none,133,0,3093
28,22,none,133,0,3189
28,22,none,133,0,3189
28,23,upgrade,124,9,3478
28,23,place,124,9,3478
28,24,upgrade,116,8,3397
28,24,upgrade,116,8,3397
28,25,upgrade,116,0,3139
28,25,none,116,0,3139
28,26,none,116,0,2924
28,26,none,116,0,2924
28,27,none,116,0,3257
28,27,none,116,0,3257
28,28,none,116,0,3919
28,28,none,116,0,3919
28,29,none,116,0,4185
28,29,none,116,0,4185
28,30,none,116,0,4574
28,30,none,116,0,4574
28,31,none,116,0,4911
28,31,none,116,0,4911
29,1,place,200,0,650
29,2,place,199,1,430
29,3,none,199,0,377
29,4,none,198,1,514
29,5,place,169,29,660
29,6,none,169,0,484
29,7,none,169,0,647
29,8,none,169,0,829
29,9,none,169,0,1029
29,10,none,169,0,1228
29,11,none,166,3,1539
29,12,none,166,0,1728
29,13,none,166,0,1920
29,14,none,166,0,2202
29,15,place,160,6,2455
29,16,upgrade,152,8,2373
29,17,none,152,0,2556
29,17,none,152,0,2556
29,18,none,152,0,2721
29,18,none,152,0,2721
29,19,none,149,3,3076
29,19,none,149,3,3076
29,20,none,149,0,3336
29,20,none,149,0,3336
29,21,none,149,0,3522
29,21,none,149,0,3522
29,22,upgrade,125,24,3849
29,22,place,125,24,3849
29,23,none,125,0,3552
29,23,none,125,0,3552
29,24,none,125,0,3829
29,24,none,125,0,3829
29,25,none,125,0,3996
29,25,none,125,0,3996
29,26,none,125,0,4331
29,26,none,125,0,4331
29,27,upgrade,111,14,4650
29,27,upgrade,111,14,4650
29,28,none,111,0,4722
29,28,none,111,0,4722
29,29,none,111,0,4988
29,29,none,111,0,4988
29,30,none,111,0,5377
29,30,none,111,0,5377
29,30,none,111,0,5377
29,31,none,111,0,5714
29,31,none,111,0,5714
29,31,none,111,0,5714
29,32,none,111,0,5714
29,32,none,111,0,5714
29,32,none,111,0,5714
30,1,place,200,0,650
30,2,place,200,0,496
30,3,none,200,0,293
30,4,none,200,0,431
30,5,none,200,0,606
30,6,none,200,0,770
30,7,none,200,0,933
30,8,none,200,0,1115
30,9,none,200,0,1315
30,10,none,200,0,1514
30,11,none,200,0,1828
30,12,none,200,0,2017
30,13,none,200,0,2209
30,14,none,200,0,2491
30,15,none,196,4,2746
30,15,upgrade,196,4,2746
30,16,none,193,3,2754
30,16,place,193,3,2754
30,17,upgrade,193,0,2747
30,17,none,193,0,2747
30,18,none,191,2,2655
30,18,none,191,2,2655
30,19,none,191,0,3013
30,19,none,191,0,3013
30,20,none,188,3,3270
30,20,none,188,3,3270
30,21,none,186,2,3454
30,21,none,186,2,3454
30,22,upgrade,177,9,3796
30,22,place,177,9,3796
30,23,place,174,3,3196
30,23,upgrade,174,3,3196
30,24,upgrade,172,2,2986
30,24,upgrade,172,2,2986
30,25,upgrade,172,0,2658
30,25,none,172,0,2658
30,26,place,172,0,2273
30,27,none,172,0,2306
30,28,none,172,0,2968
30,28,none,172,0,2968
30,29,none,172,0,3234
30,29,none,172,0,3234
30,30,none,172,0,3623
30,30,none,172,0,3623
30,31,none,172,0,3960
30,31,none,172,0,3960
30,32,none,172,0,4497
30,32,none,172,0,4497
30,33,none,172,0,5124
30,33,none,172,0,5124
30,33,none,172,0,5124
30,34,upgrade,159,13,5316
30,34,upgrade,159,13,5316
30,34,upgrade,159,13,5316
30,35,none,159,0,5208
30,35,none,159,0,5208
30,35,none,159,0,5208
30,36,none,159,0,6358
30,36,none,159,0,6358
30,36,none,159,0,6358
30,37,none,159,0,7254
30,37,none,159,0,7254
30,37,none,159,0,7254
30,38,none,159,0,8593
30,38,none,159,0,8593
30,38,none,159,0,8593
30,38,none,159,0,8593
30,39,none,159,0,9870
30,39,none,159,0,9870
30,39,none,159,0,9870
30,39,none,159,0,9870
30,40,none,159,0,11629
30,40,none,159,0,11629
30,40,none,159,0,11629
30,40,none,159,0,11629
30,40,none,159,0,11629
31,1,place,200,0,650
31,2,none,200,0,501
31,3,none,200,0,638
31,4,none,200,0,776
31,5,place,184,16,935
31,6,none,184,0,879
31,7,none,184,0,1042
31,8,none,184,0,1224
31,9,none,181,3,1421
31,10,place,156,25,1595
31,11,none,156,0,1639
31,12,none,156,0,1828
31,13,none,156,0,2020
31,14,none,156,0,2302
31,15,none,150,6,2555
31,15,place,150,6,2555
31,16,upgrade,147,3,2178
31,17,none,147,0,2276
31,18,place,132,15,2433
31,19,none,132,0,2571
31,19,none,132,0,2571
31,20,upgrade,121,11,2820
31,20,place,121,11,2820
31,21,upgrade,121,0,786
31,22,none,121,0,967
31,23,none,121,0,1265
31,24,none,121,0,1542
31,25,none,118,3,1706
31,26,none,118,0,2041
31,27,none,118,0,2374
31,28,none,118,0,3036
31,28,none,118,0,3036
31,29,none,118,0,3302
31,29,none,118,0,3302
31,30,none,118,0,3691
31,30,none,118,0,3691
31,31,none,118,0,4028
31,31,none,118,0,4028
31,32,none,118,0,4565
31,32,none,118,0,4565
31,33,none,118,0,5192
31,33,none,118,0,5192
31,33,none,118,0,5192
31,34,upgrade,46,72,5325
31,34,upgrade,46,72,5325
31,34,upgrade,46,72,5325
31,35,none,46,0,3177
31,35,none,46,0,3177
31,36,none,46,0,4327
31,36,none,46,0,4327
32,1,place,200,0,650
32,2,place,180,20,561
32,3,none,180,0,378
32,4,place,176,4,512
32,5,upgrade,171,5,512
32,6,none,171,0,591
32,7,none,171,0,754
32,8,none,170,1,935
32,9,none,168,2,1133
32,10,upgrade,161,7,1325
32,11,place,150,11,1418
32,12,none,150,0,1307
32,13,none,150,0,1499
32,14,upgrade,147,3,1778
32,15,none,147,0,1867
32,16,upgrade,128,19,2114
32,17,place,111,17,2025
32,18,upgrade,108,3,1919
32,19,upgrade,108,0,2067
32,20,upgrade,100,8,1940
32,21,none,100,0,2041
32,22,upgrade,85,15,2377
32,23,place,51,34,2431
32,24,none,51,0,2068
32,25,none,51,0,2235
32,26,upgrade,29,22,2548
32,26,upgrade,29,22,2548
32,27,none,29,0,1566
32,28,none,29,0,2228
32,29,none,29,0,2494
32,30,upgrade,15,14,2875
32,30,upgrade,15,14,2875
32,31,none,15,0,2832
32,31,none,15,0,2832
33,1,place,200,0,650
33,2,place,200,0,501
33,3,none,200,0,468
33,4,none,200,0,606
33,5,none,200,0,781
33,6,none,200,0,945
33,7,none,200,0,1108
33,8,none,200,0,1290
33,9,none,200,0,1490
33,10,none,200,0,1689
33,11,none,200,0,2003
33,12,none,200,0,2192
33,13,place,195,5,2379
33,14,none,195,0,2391
33,15,none,195,0,2650
33,15,none,195,0,2650
33,16,upgrade,180,15,2901
33,16,place,180,15,2901
33,17,none,180,0,2679
33,17,upgrade,180,0,2679
33,18,upgrade,178,2,2757
33,18,upgrade,178,2,2757
33,19,none,178,0,2825
33,19,none,178,0,2825
33,20,none,177,1,3084
33,20,none,177,1,3084
33,21,none,177,0,3270
33,21,none,177,0,3270
33,22,none,173,4,3617
33,22,none,173,4,3617
33,23,place,154,19,3896
33,23,upgrade,154,19,3896
33,24,none,154,0,3308
33,24,none,154,0,3308
33,25,none,151,3,3472
33,25,upgrade,151,3,3472
33,26,none,151,0,3722
33,26,none,151,0,3722
33,27,none,151,0,4055
33,27,none,151,0,4055
33,28,none,151,0,4717
33,28,none,151,0,4717
33,29,upgrade,13,138,4845
33,29,place,13,138,4845
33,30,upgrade,13,0,4829
33,30,none,13,0,4829
33,31,none,13,0,4996
33,31,none,13,0,4996
33,32,none,13,0,4996
33,32,none,13,0,4996
33,33,none,13,0,4996
33,33,none,13,0,4996
34,1,place,200,0,650
34,2,place,200,0,431
34,3,place,200,0,398
34,4,none,200,0,261
34,5,none,200,0,436
34,6,none,200,0,600
34,7,none,200,0,763
34,8,none,200,0,945
34,9,none,200,0,1145
34,10,none,200,0,1344
34,11,none,200,0,1658
34,12,none,200,0,1847
34,13,none,197,3,2036
34,14,none,197,0,2318
34,15,place,190,7,2570
34,15,upgrade,190,7,2570
34,16,place,165,25,2536
34,16,upgrade,165,25,2536
34,17,upgrade,161,4,2290
34,18,none,161,0,2160
34,19,place,150,11,2507
34,19,place,150,11,2507
34,20,upgrade,140,10,1738
34,21,none,140,0,1099
34,22,upgrade,115,25,1425
34,23,upgrade,74,41,1512
34,24,upgrade,53,21,1683
34,25,none,53,0,1470
34,26,upgrade,17,36,1777
34,27,none,17,0,1777
35,1,place,200,0,650
35,2,none,200,0,471
35,3,none,200,0,608
35,4,none,200,0,746
35,5,place,175,25,896
35,6,upgrade,175,0,635
35,7,upgrade,175,0,503
35,8,none,175,0,475
35,9,none,174,1,674
35,10,place,166,8,865
35,11,none,164,2,707
35,12,none,164,0,896
35,13,none,164,0,1088
35,14,none,162,2,1368
35,15,none,160,2,1625
35,16,place,148,12,1879
35,17,upgrade,148,0,1507
35,18,none,148,0,1462
35,19,upgrade,142,6,1814
35,20,upgrade,127,15,954
35,21,none,127,0,1015
35,22,upgrade,89,38,1328
35,23,place,53,36,1295
35,24,upgrade,23,30,1242
35,25,none,23,0,1029
35,26,none,23,0,1364
35,27,none,23,0,1697
35,28,none,23,0,2359
35,29,none,23,0,2625
35,29,none,23,0,2625
35,30,none,23,0,3014
35,30,none,23,0,3014
35,31,none,23,0,3351
35,31,none,23,0,3351
36,1,place,200,0,650
36,2,none,200,0,451
36,3,none,199,1,587
36,4,none,195,4,721
36,5,place,182,13,883
36,6,upgrade,177,5,722
36,7,upgrade,169,8,667
36,8,place,168,1,678
36,9,none,168,0,538
36,10,none,168,0,737
36,11,none,168,0,1051
36,12,none,168,0,1240
36,13,none,168,0,1432
36,14,none,168,0,1714
36,15,none,168,0,1973
36,16,none,166,2,2237
36,17,none,166,0,2505
36,17,none,166,0,2505
36,18,upgrade,152,14,2658
36,18,place,152,14,2658
36,19,none,152,0,2166
36,20,none,152,0,2426
36,21,none,152,0,2612
36,21,none,152,0,2612
36,22,none,152,0,2963
36,22,none,152,0,2963
36,23,place,144,8,3253
36,23,upgrade,144,8,3253
36,24,upgrade,144,0,2915
36,24,none,144,0,2915
36,25,place,141,3,2144
36,26,none,141,0,2259
36,27,none,141,0,2592
36,27,none,141,0,2592
36,28,none,141,0,3254
36,28,none,141,0,3254
36,29,none,141,0,3520
36,29,none,141,0,3520
36,30,none,141,0,3909
36,30,none,141,0,3909
36,31,none,141,0,4246
36,31,none,141,0,4246
36,32,upgrade,83,58,4784
36,32,upgrade,83,58,4784
36,33,upgrade,83,0,4776
36,33,none,83,0,4776
36,34,upgrade,11,72,4529
36,34,place,11,72,4529
36,35,none,11,0,4529
36,35,none,11,0,4529
36,36,none,11,0,6081
36,36,none,11,0,6081
36,36,none,11,0,6081
37,1,place,200,0,650
37,2,none,200,0,601
37,3,none,200,0,738
37,4,place,199,1,875
37,5,place,181,18,842
37,6,none,181,0,666
37,7,none,181,0,829
37,8,none,181,0,1011
37,9,none,181,0,1211
37,10,none,181,0,1410
37,11,none,181,0,1724
37,12,none,181,0,1913
37,13,none,181,0,2105
37,14,none,181,0,2387
37,15,place,168,13,2633
37,15,upgrade,168,13,2633
37,16,upgrade,159,9,2360
37,17,none,159,0,2553
37,17,none,159,0,2553
37,18,upgrade,156,3,2717
37,18,upgrade,156,3,2717
37,19,none,156,0,2610
37,19,none,156,0,2610
37,20,upgrade,141,15,2861
37,20,upgrade,141,15,2861
37,21,none,141,0,2497
37,22,none,141,0,2848
37,22,none,141,0,2848
37,23,none,141,0,3146
37,23,none,141,0,3146
37,24,none,141,0,3423
37,24,none,141,0,3423
37,25,upgrade,141,0,3590
37,25,none,141,0,3590
37,26,none,141,0,3160
37,26,upgrade,141,0,3160
37,27,none,141,0,3238
37,27,upgrade,141,0,3238
37,28,none,141,0,3645
37,28,none,141,0,3645
37,29,none,141,0,3911
37,29,none,141,0,3911
37,30,none,141,0,4300
37,30,none,141,0,4300
37,31,none,141,0,4637
37,31,none,141,0,4637
37,32,none,141,0,5174
37,32,none,141,0,5174
37,32,none,141,0,5174
37,33,none,141,0,5801
37,33,none,141,0,5801
37,33,none,141,0,5801
37,34,none,141,0,6006
37,34,none,141,0,6006
37,34,none,141,0,6006
37,35,none,141,0,6918
37,35,none,141,0,6918
37,35,none,141,0,6918
37,36,place,113,28,8040
37,36,upgrade,113,28,8040
37,36,upgrade,113,28,8040
37,36,upgrade,113,28,8040
37,37,none,113,0,3081
37,37,upgrade,113,0,3081
37,38,place,44,69,4111
37,38,place,44,69,4111
38,1,place,200,0,650
38,2,none,200,0,471
38,3,none,200,0,608
38,4,none,200,0,746
38,5,place,175,25,896
38,6,none,175,0,760
38,7,none,175,0,923
38,8,none,175,0,1105
38,9,none,175,0,1305
38,10,none,175,0,1504
38,11,none,174,1,1817
38,12,none,174,0,2006
38,13,none,174,0,2198
38,14,none,174,0,2480
38,15,upgrade,157,17,2722
38,15,place,157,17,2722
38,16,none,157,0,1928
38,17,none,157,0,2196
38,18,upgrade,157,0,2361
38,19,place,157,0,2339
38,20,none,157,0,2429
38,21,none,157,0,2615
38,21,none,157,0,2615
38,22,none,157,0,2966
38,22,none,157,0,2966
38,23,upgrade,133,24,3240
38,23,upgrade,133,24,3240
38,24,none,133,0,2627
38,24,none,133,0,2627
38,25,none,133,0,2794
38,25,none,133,0,2794
38,26,none,133,0,3129
38,26,none,133,0,3129
38,27,none,133,0,3462
38,27,none,133,0,3462
38,28,none,133,0,4124
38,28,none,133,0,4124
39,1,place,200,0,650
39,2,none,200,0,471
39,3,none,200,0,608
39,4,none,200,0,746
39,5,place,175,25,896
39,6,none,175,0,380
39,7,none,175,0,543
39,8,none,175,0,725
39,9,none,175,0,925
39,10,none,175,0,1124
39,11,none,175,0,1438
39,12,none,175,0,1627
39,13,none,175,0,1819
39,14,none,175,0,2101
39,15,place,171,4,2356
39,16,none,171,0,2352
39,17,none,171,0,2620
39,17,none,171,0,2620
39,18,none,171,0,2785
39,18,none,171,0,2785
39,19,none,171,0,3143
39,19,none,171,0,3143
39,20,upgrade,159,12,3391
39,20,place,159,12,3391
39,21,none,159,0,2877
39,21,none,159,0,2877
39,22,none,159,0,3228
39,22,none,159,0,3228
39,23,upgrade,147,12,3514
39,23,upgrade,147,12,3514
39,24,place,146,1,2860
39,24,upgrade,146,1,2860
39,25,upgrade,143,3,2389
39,26,none,143,0,2514
39,26,none,143,0,2514
39,27,none,143,0,2847
39,27,none,143,0,2847
39,28,none,143,0,3509
39,28,none,143,0,3509
39,29,none,143,0,3775
39,29,none,143,0,3775
39,30,none,143,0,4164
39,30,none,143,0,4164
39,31,none,143,0,4501
39,31,none,143,0,4501
39,32,upgrade,121,22,5016
39,32,place,121,22,5016
39,32,upgrade,121,22,5016
39,33,none,121,0,2628
39,33,none,121,0,2628
39,34,none,121,0,2833
39,34,none,121,0,2833
39,35,none,121,0,3745
39,35,none,121,0,3745
39,36,none,121,0,4895
39,36,none,121,0,4895
39,37,upgrade,67,54,5741
39,37,upgrade,67,54,5741
39,37,upgrade,67,54,5741
39,38,upgrade,15,52,6498
39,38,upgrade,15,52,6498
39,38,upgrade,15,52,6498
40,1,place,200,0,650
40,2,none,200,0,431
40,3,none,200,0,568
40,4,none,200,0,706
40,5,none,196,4,877
40,6,none,196,0,1041
40,7,none,196,0,1204
40,8,none,196,0,1386
40,9,none,196,0,1586
40,10,none,194,2,1783
40,11,upgrade,187,7,2090
40,12,none,187,0,2024
40,13,none,187,0,2216
40,14,upgrade,177,10,2488
40,15,none,177,0,2367
40,16,none,177,0,2633
40,16,none,177,0,2633
40,17,upgrade,155,22,2879
40,17,upgrade,155,22,2879
40,18,none,155,0,2454
40,19,none,155,0,2812
40,19,none,155,0,2812
40,20,none,155,0,3072
40,20,none,155,0,3072
40,21,none,155,0,3258
40,21,none,155,0,3258
40,22,none,155,0,3609
40,22,none,155,0,3609
40,23,none,155,0,3907
40,23,none,155,0,3907
40,24,none,155,0,4184
40,24,none,155,0,4184
40,25,none,155,0,4351
40,25,none,155,0,4351
40,26,none,155,0,4686
40,26,none,155,0,4686
40,27,none,155,0,5019
40,27,none,155,0,5019
40,27,none,155,0,5019
40,28,place,115,40,5641
40,28,place,115,40,5641
40,28,upgrade,115,40,5641
41,1,place,200,0,650
41,2,none,200,0,451
41,3,none,200,0,588
41,4,none,197,3,723
41,5,upgrade,187,10,888
41,6,place,178,9,833
41,7,none,178,0,316
41,8,none,178,0,498
41,9,none,178,0,698
41,10,none,178,0,897
41,11,none,178,0,1211
41,12,none,178,0,1400
41,13,none,176,2,1590
41,14,none,176,0,1872
41,15,none,176,0,2131
41,16,place,156,20,2377
41,17,place,147,9,1616
41,18,place,132,15,1452
41,19,none,132,0,1130
41,20,none,131,1,1389
41,21,none,130,1,1574
41,22,none,129,1,1924
41,23,upgrade,124,5,2217
41,24,none,124,0,1944
41,25,none,121,3,2108
41,26,upgrade,115,6,2437
41,27,none,115,0,2430
41,28,none,115,0,3092
41,28,none,115,0,3092
41,29,upgrade,109,6,3352
41,29,none,109,6,3352
41,30,none,109,0,3571
41,30,none,109,0,3571
41,31,upgrade,94,15,3893
41,31,upgrade,94,15,3893
41,32,upgrade,21,73,3824
41,32,upgrade,21,73,3824
41,33,none,21,0,3606
41,33,none,21,0,3606
41,34,none,21,0,3811
41,34,none,21,0,3811
41,35,none,21,0,4723
41,35,none,21,0,4723
41,36,none,20,1,5872
41,36,none,20,1,5872
41,36,none,20,1,5872
41,37,none,20,0,6768
41,37,none,20,0,6768
41,37,none,20,0,6768
42,1,place,200,0,650
42,2,none,200,0,471
42,3,none,200,0,608
42,4,none,200,0,746
42,5,place,175,25,896
42,6,none,175,0,790
42,7,none,175,0,953
42,8,none,175,0,1135
42,9,none,175,0,1335
42,10,none,175,0,1534
42,11,none,174,1,1847
42,12,none,174,0,2036
42,13,none,174,0,2228
42,14,none,172,2,2508
42,14,none,172,2,2508
42,15,place,162,10,2757
42,15,place,162,10,2757
42,16,none,162,0,2578
42,16,none,162,0,2578
42,17,none,162,0,2846
42,17,none,162,0,2846
42,18,upgrade,153,9,3007
42,18,upgrade,153,9,3007
42,19,none,153,0,2815
42,19,none,153,0,2815
42,20,place,146,7,3068
42,20,place,146,7,3068
42,21,place,146,0,1934
42,22,upgrade,146,0,2015
42,23,none,146,0,2143
42,24,none,146,0,2420
42,25,place,143,3,2584
42,25,none,143,3,2584
42,26,none,143,0,2069
42,27,none,143,0,2402
42,28,none,143,0,3064
42,28,none,143,0,3064
42,29,none,143,0,3330
42,29,none,143,0,3330
42,30,none,143,0,3719
42,30,none,143,0,3719
42,31,none,143,0,4056
42,31,none,143,0,4056
42,32,upgrade,89,54,4565
42,32,upgrade,89,54,4565
42,33,none,89,0,4812
42,33,none,89,0,4812
42,34,none,89,0,5017
42,34,none,89,0,5017
42,34,none,89,0,5017
42,35,none,89,0,5929
42,35,none,89,0,5929
42,35,none,89,0,5929
43,1,place,200,0,650
43,2,none,200,0,431
43,3,none,200,0,568
43,4,none,200,0,706
43,5,upgrade,178,22,859
